dataset,dataset_shape,dataset_aug_shape,model,num_nbrs,mae_auged,mse_auged,rmse_auged,rsq_auged,expvar_auged,median_abs_err_auged
machineCPU.csv,140,175,lgbmr,5,62.06155830255526,22878.373775780274,151.25598757001416,0.5724064329727625,0.5927692948019998,19.301191140745104
mortgage.csv,702,944,cbr,3,0.08105803121272973,0.0151565153543007,0.12311180022362073,0.9984090468678956,0.9984123601694671,0.04604074626083943
mortgage.csv,702,944,xgbr,3,0.10082761231348222,0.029206985164539703,0.1709005124759423,0.996934193418432,0.9969354610433853,0.05825769424438487
mortgage.csv,702,944,lgbmr,3,0.10102795976261698,0.02946451970670425,0.17165232217102175,0.996907160464161,0.9969072629564941,0.05290801749287688
mortgage.csv,702,884,cbr,4,0.08559194293271696,0.01790218544414022,0.13379904874153709,0.9981208386401438,0.9981328047999529,0.05378568887976787
mortgage.csv,702,884,xgbr,4,0.09706030078854957,0.024170154324715427,0.15546753463252522,0.9974629008167473,0.9974712792450354,0.059232044219970525
mortgage.csv,702,884,lgbmr,4,0.1043686997312221,0.032323470758993826,0.17978729309657518,0.9966070613302341,0.9966127000118935,0.05357248936860426
mortgage.csv,702,870,cbr,5,0.0898434914588458,0.022746627434318774,0.150819850929242,0.9976123259657325,0.997635437791181,0.051337392544416716
mortgage.csv,702,870,xgbr,5,0.10389383722794501,0.0416982058912499,0.20420138562519574,0.9956230116411953,0.9956307768242854,0.059051208496093466
mortgage.csv,702,870,lgbmr,5,0.10075274529120912,0.029190251878912447,0.17085154924352441,0.9969359498824052,0.9969383346691172,0.054134303599774114
quake.csv,1459,1974,cbr,3,0.15441769898825733,0.0386647152053531,0.19663345393231818,-0.020920324951096525,-0.014278566043589347,0.13200729513138043
quake.csv,1459,1974,xgbr,3,0.16212026797680595,0.04452562462927404,0.21101095855256913,-0.17567438228215626,-0.16575355520771606,0.1346912384033203
quake.csv,1459,1974,lgbmr,3,0.15620994852941542,0.039942756036999434,0.19985683885471478,-0.054666283099638724,-0.050715345819827284,0.12995619776673273
quake.csv,1459,1974,cbr,4,0.1551023684164199,0.03895481885848701,0.19736975162999779,-0.0285803507460356,-0.02124077688333914,0.12816422912181125
quake.csv,1459,1974,xgbr,4,0.16395426446439823,0.04494226983557389,0.21199591938425108,-0.186675667488728,-0.1811100752968533,0.13268289566040004
quake.csv,1459,1974,lgbmr,4,0.15610518023057815,0.039466386789099306,0.19866148793638716,-0.04208801775409232,-0.03472816331472561,0.13446439669312138
quake.csv,1459,1974,cbr,5,0.1532951004044626,0.03828413971962912,0.1956633325884774,-0.010871440677924449,-0.004016880739816431,0.13012291106571539
quake.csv,1459,1974,xgbr,5,0.16265599896745322,0.04411402985925057,0.21003340177041024,-0.16480645103971048,-0.15991459743701641,0.13323459625244105
quake.csv,1459,1974,lgbmr,5,0.1553490461780482,0.040169004186316803,0.20042206511838162,-0.06064023979100197,-0.05706110965738609,0.12898161801030472
stock.csv,636,894,cbr,3,0.5259450499959245,0.48560240622429485,0.6968517821059905,0.9875357791795335,0.9875709613060626,0.40021229069452957
stock.csv,636,894,xgbr,3,0.5627724957314266,0.6346207179351944,0.7966308542450476,0.9837108452013442,0.983715857014959,0.4099693298339844
stock.csv,636,894,lgbmr,3,0.5647938226984345,0.6123630887816599,0.7825363178675223,0.9842821438628702,0.9842977475120767,0.40498512773308804
stock.csv,636,894,cbr,4,0.5366072267859928,0.48121347210721266,0.6936955182983473,0.9876484323363148,0.9876578586053194,0.42200143682437385
stock.csv,636,894,xgbr,4,0.5654974287482584,0.6157233281026574,0.7846803986991503,0.9841958947743779,0.9842010051600811,0.40532493591308594
